CHARACTER_PK,ITEM_PK,ITEM_STATUS,CREATE_METHOD,CREATE_DATETIME,UPDATE_METHOD,UPDATE_DATETIME
77243,11568,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11569,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11570,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11571,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11572,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11573,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11574,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11575,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11576,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11598,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11599,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11600,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11601,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11602,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11603,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11604,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11605,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11606,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11607,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11629,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11630,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11631,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11632,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11633,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11634,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11635,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11636,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11637,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11638,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77243,11660,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,10049,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,10050,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,10051,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,10052,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,10053,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,10054,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,10055,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,10056,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,10057,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11567,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11568,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11569,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11570,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11571,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11572,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11573,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11574,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11575,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11576,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11598,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11599,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11600,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11601,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11602,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11603,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11604,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11605,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11606,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11607,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11629,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11630,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11631,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11632,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11633,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11634,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11635,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11636,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11637,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11638,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77244,11660,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77245,10049,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77245,10050,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77245,10051,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77245,10052,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77245,10053,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77245,10054,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77245,10055,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77245,10056,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77245,10057,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77245,11567,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77245,11568,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77245,11569,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77245,11570,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
77245,11571,HOLD,step03,2026-07-15T22:18:56.912,step05,2026-07-15T22:18:58.892
