CHARACTER_PK,STATUS_TYPE,VALUE,CREATE_METHOD,CREATE_DATETIME,UPDATE_METHOD,UPDATE_DATETIME
77366,INT,2012,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77367,HP,2100,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77367,MP,2101,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77367,SP,2102,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77367,STR,2113,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77367,VIT,2107,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77367,INT,2112,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77368,HP,2200,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77368,MP,2201,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77368,SP,2202,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77368,STR,2213,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77368,VIT,2207,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77368,INT,2212,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77369,HP,2300,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77369,MP,2301,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77369,SP,2302,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77369,STR,2313,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77369,VIT,2307,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77369,INT,2312,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77397,HP,2400,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77397,MP,2401,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77397,SP,2402,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77397,STR,2413,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77397,VIT,2407,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77397,INT,2412,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77398,HP,2500,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77398,MP,2501,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77398,SP,2502,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77398,STR,2513,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77398,VIT,2507,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77398,INT,2512,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77399,HP,2600,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77399,MP,2601,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77399,SP,2602,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77399,STR,2613,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77399,VIT,2607,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77399,INT,2612,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77400,HP,2700,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77400,MP,2701,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77400,SP,2702,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77400,STR,2713,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77400,VIT,2707,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77400,INT,2712,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77428,HP,2800,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77428,MP,2801,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77428,SP,2802,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77428,STR,2813,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77428,VIT,2807,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77428,INT,2812,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77429,HP,2900,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77429,MP,2901,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77429,SP,2902,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77429,STR,2913,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77429,VIT,2907,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77429,INT,2912,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77430,HP,3000,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77430,MP,3001,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77430,SP,3002,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77430,STR,3013,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77430,VIT,3007,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77430,INT,3012,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77431,HP,3100,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77431,MP,3101,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77431,SP,3102,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77431,STR,3113,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77431,VIT,3107,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77431,INT,3112,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77459,HP,3200,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77459,MP,3201,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77459,SP,3202,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77459,STR,3213,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77459,VIT,3207,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77459,INT,3212,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77460,HP,3300,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77460,MP,3301,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77460,SP,3302,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77460,STR,3313,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77460,VIT,3307,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77460,INT,3312,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77461,HP,3400,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77461,MP,3401,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77461,SP,3402,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77461,STR,3413,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77461,VIT,3407,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77461,INT,3412,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77462,HP,3500,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77462,MP,3501,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77462,SP,3502,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77462,STR,3513,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77462,VIT,3507,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77462,INT,3512,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78141,HP,3600,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78141,MP,3601,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78141,SP,3602,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78141,STR,3613,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78141,VIT,3607,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78141,INT,3612,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78142,HP,3700,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78142,MP,3701,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78142,SP,3702,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78142,STR,3713,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78142,VIT,3707,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78142,INT,3712,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78143,HP,3800,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78143,MP,3801,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78143,SP,3802,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78143,STR,3813,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78143,VIT,3807,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78143,INT,3812,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78144,HP,3900,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78144,MP,3901,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78144,SP,3902,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78144,STR,3913,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78144,VIT,3907,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78144,INT,3912,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9001,HP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9001,MP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9001,SP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9001,STR,1009,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9001,VIT,1002,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9001,INT,1004,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9002,HP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9002,MP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9002,SP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9002,STR,1009,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9002,VIT,1002,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9002,INT,1004,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9003,HP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9003,MP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9003,SP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9003,STR,1009,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9003,VIT,1002,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9003,INT,1004,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9004,HP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9004,MP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9004,SP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9004,STR,1009,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9004,VIT,1002,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9004,INT,1004,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
