MAGIC_ID,MAGIC_TYPE_ID,MAGIC_NAME,MAIN_EFFECT,SUB_EFFECT,CREATE_METHOD,CREATE_DATETIME,UPDATE_METHOD,UPDATE_DATETIME
80142,1,MAGIC001-1,water,,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
80173,2,MAGIC001-2,water,MP,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
80204,3,MAGIC001-3,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
80235,4,MAGIC001-4,water,SP,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
80266,5,MAGIC001-5,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
80297,6,MAGIC001-6,water,STR,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
80328,7,MAGIC001-7,water,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
80359,8,MAGIC001-8,water,VIT,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
80390,9,MAGIC001-9,water,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
87287,3,MAGIC006-3,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
87349,5,MAGIC006-5,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
90803,10,MAGIC002-10,wind,DEX,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
90834,11,MAGIC002-11,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
90865,0,MAGIC002-12,wind,AGI,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
90896,1,MAGIC002-13,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
90927,2,MAGIC002-14,wind,INT,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
90958,3,MAGIC002-15,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
90989,4,MAGIC002-16,wind,WIS,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91020,5,MAGIC002-17,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
91051,6,MAGIC002-18,wind,FTN,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91082,7,MAGIC002-19,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91764,8,MAGIC002-20,wind,HP,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91795,9,MAGIC002-21,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91826,10,MAGIC002-22,wind,MP,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91857,11,MAGIC002-23,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91888,0,MAGIC002-24,wind,SP,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91919,1,MAGIC002-25,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91950,2,MAGIC002-26,wind,STR,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91981,3,MAGIC002-27,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
92012,4,MAGIC002-28,wind,VIT,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
92043,5,MAGIC002-29,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
92725,6,MAGIC002-30,wind,DEX,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
92756,7,MAGIC002-31,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
92787,8,MAGIC002-32,wind,AGI,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
92818,9,MAGIC002-33,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
92849,10,MAGIC002-34,wind,INT,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
92880,11,MAGIC002-35,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
92911,0,MAGIC002-36,wind,WIS,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
92942,1,MAGIC002-37,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
92973,2,MAGIC002-38,wind,FTN,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
93004,3,MAGIC002-39,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
93636,10,MAGIC003-10,earth,DEX,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
93667,11,MAGIC003-11,earth,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
93686,4,MAGIC002-40,wind,HP,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
93698,0,MAGIC003-12,earth,AGI,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
93729,1,MAGIC003-13,earth,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
93760,2,MAGIC003-14,earth,INT,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
93791,3,MAGIC003-15,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
93822,4,MAGIC003-16,earth,WIS,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
93853,5,MAGIC003-17,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
93884,6,MAGIC003-18,earth,FTN,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
93915,7,MAGIC003-19,earth,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
94597,8,MAGIC003-20,earth,HP,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
94628,9,MAGIC003-21,earth,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
94659,10,MAGIC003-22,earth,MP,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
94690,11,MAGIC003-23,earth,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
94721,0,MAGIC003-24,earth,SP,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
94814,3,MAGIC003-27,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
94876,5,MAGIC003-29,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
95837,3,MAGIC003-39,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
