MAGIC_ID,MAGIC_TYPE_ID,MAGIC_NAME,MAIN_EFFECT,SUB_EFFECT,CREATE_METHOD,CREATE_DATETIME,UPDATE_METHOD,UPDATE_DATETIME
39651,0,MAGIC006-36,dark,WIS,step03,2026-07-15T22:18:56.620,step03,2026-07-15T22:18:56.620
39682,1,MAGIC006-37,dark,,step03,2026-07-15T22:18:56.620,step03,2026-07-15T22:18:56.620
39713,2,MAGIC006-38,dark,FTN,step03,2026-07-15T22:18:56.620,step03,2026-07-15T22:18:56.620
39744,3,MAGIC006-39,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
40426,4,MAGIC006-40,dark,HP,step03,2026-07-15T22:18:56.620,step03,2026-07-15T22:18:56.620
48593,10,MAGIC000-10,frame,DEX,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
48624,11,MAGIC000-11,frame,,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
48655,0,MAGIC000-12,frame,AGI,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
48686,1,MAGIC000-13,frame,,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
48717,2,MAGIC000-14,frame,INT,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
48748,3,MAGIC000-15,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
48779,4,MAGIC000-16,frame,WIS,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
48810,5,MAGIC000-17,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
48841,6,MAGIC000-18,frame,FTN,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
48872,7,MAGIC000-19,frame,,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
49554,8,MAGIC000-20,frame,HP,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
49585,9,MAGIC000-21,frame,,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
49616,10,MAGIC000-22,frame,MP,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
49647,11,MAGIC000-23,frame,,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
49678,0,MAGIC000-24,frame,SP,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
49709,1,MAGIC000-25,frame,,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
49740,2,MAGIC000-26,frame,STR,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
49771,3,MAGIC000-27,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
49802,4,MAGIC000-28,frame,VIT,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
49833,5,MAGIC000-29,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
50515,6,MAGIC000-30,frame,DEX,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
50546,7,MAGIC000-31,frame,,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
50577,8,MAGIC000-32,frame,AGI,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
50608,9,MAGIC000-33,frame,,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
50639,10,MAGIC000-34,frame,INT,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
50670,11,MAGIC000-35,frame,,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
50701,0,MAGIC000-36,frame,WIS,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
50732,1,MAGIC000-37,frame,,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
50763,2,MAGIC000-38,frame,FTN,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
50794,3,MAGIC000-39,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
51476,4,MAGIC000-40,frame,HP,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
53181,1,MAGIC002-1,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
53212,2,MAGIC002-2,wind,MP,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
53243,3,MAGIC002-3,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
53274,4,MAGIC002-4,wind,SP,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
53305,5,MAGIC002-5,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
53336,6,MAGIC002-6,wind,STR,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
53367,7,MAGIC002-7,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
53398,8,MAGIC002-8,wind,VIT,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
53429,9,MAGIC002-9,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
57695,1,MAGIC000-1,frame,,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
57726,2,MAGIC000-2,frame,MP,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
57757,3,MAGIC000-3,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
57788,4,MAGIC000-4,frame,SP,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
57819,5,MAGIC000-5,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
57850,6,MAGIC000-6,frame,STR,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
57881,7,MAGIC000-7,frame,,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
57912,8,MAGIC000-8,frame,VIT,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
57943,9,MAGIC000-9,frame,,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
63851,1,MAGIC004-1,thunderbolt,,step03,2026-07-15T22:18:56.620,step03,2026-07-15T22:18:56.620
63882,2,MAGIC004-2,thunderbolt,MP,step03,2026-07-15T22:18:56.620,step03,2026-07-15T22:18:56.620
63913,3,MAGIC004-3,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
63944,4,MAGIC004-4,thunderbolt,SP,step03,2026-07-15T22:18:56.620,step03,2026-07-15T22:18:56.620
63975,5,MAGIC004-5,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
64006,6,MAGIC004-6,thunderbolt,STR,step03,2026-07-15T22:18:56.620,step03,2026-07-15T22:18:56.620
64037,7,MAGIC004-7,thunderbolt,,step03,2026-07-15T22:18:56.620,step03,2026-07-15T22:18:56.620
64068,8,MAGIC004-8,thunderbolt,VIT,step03,2026-07-15T22:18:56.620,step03,2026-07-15T22:18:56.620
64099,9,MAGIC004-9,thunderbolt,,step03,2026-07-15T22:18:56.620,step03,2026-07-15T22:18:56.620
75266,10,MAGIC001-10,water,DEX,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
75297,11,MAGIC001-11,water,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
75328,0,MAGIC001-12,water,AGI,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
75359,1,MAGIC001-13,water,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
75390,2,MAGIC001-14,water,INT,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
75421,3,MAGIC001-15,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
75452,4,MAGIC001-16,water,WIS,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
75483,5,MAGIC001-17,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
75514,6,MAGIC001-18,water,FTN,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
75545,7,MAGIC001-19,water,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
76227,8,MAGIC001-20,water,HP,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
76258,9,MAGIC001-21,water,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
76289,10,MAGIC001-22,water,MP,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
76320,11,MAGIC001-23,water,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
76351,0,MAGIC001-24,water,SP,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
76382,1,MAGIC001-25,water,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
76413,2,MAGIC001-26,water,STR,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
76444,3,MAGIC001-27,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
76475,4,MAGIC001-28,water,VIT,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
76506,5,MAGIC001-29,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
77188,6,MAGIC001-30,water,DEX,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
77219,7,MAGIC001-31,water,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
77250,8,MAGIC001-32,water,AGI,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
77281,9,MAGIC001-33,water,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
77312,10,MAGIC001-34,water,INT,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
77343,11,MAGIC001-35,water,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
77374,0,MAGIC001-36,water,WIS,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
77405,1,MAGIC001-37,water,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
77436,2,MAGIC001-38,water,FTN,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
77467,3,MAGIC001-39,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
78149,4,MAGIC001-40,water,HP,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
80142,1,MAGIC001-1,water,,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
80173,2,MAGIC001-2,water,MP,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
80204,3,MAGIC001-3,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
80235,4,MAGIC001-4,water,SP,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
80266,5,MAGIC001-5,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
80297,6,MAGIC001-6,water,STR,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
80328,7,MAGIC001-7,water,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
80359,8,MAGIC001-8,water,VIT,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
80390,9,MAGIC001-9,water,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
87225,1,MAGIC006-1,dark,,step03,2026-07-15T22:18:56.620,step03,2026-07-15T22:18:56.620
87256,2,MAGIC006-2,dark,MP,step03,2026-07-15T22:18:56.620,step03,2026-07-15T22:18:56.620
87287,3,MAGIC006-3,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
87318,4,MAGIC006-4,dark,SP,step03,2026-07-15T22:18:56.620,step03,2026-07-15T22:18:56.620
87349,5,MAGIC006-5,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
87380,6,MAGIC006-6,dark,STR,step03,2026-07-15T22:18:56.620,step03,2026-07-15T22:18:56.620
87411,7,MAGIC006-7,dark,,step03,2026-07-15T22:18:56.620,step03,2026-07-15T22:18:56.620
87442,8,MAGIC006-8,dark,VIT,step03,2026-07-15T22:18:56.620,step03,2026-07-15T22:18:56.620
87473,9,MAGIC006-9,dark,,step03,2026-07-15T22:18:56.620,step03,2026-07-15T22:18:56.620
90803,10,MAGIC002-10,wind,DEX,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
90834,11,MAGIC002-11,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
90865,0,MAGIC002-12,wind,AGI,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
90896,1,MAGIC002-13,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
90927,2,MAGIC002-14,wind,INT,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
90958,3,MAGIC002-15,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
90989,4,MAGIC002-16,wind,WIS,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91020,5,MAGIC002-17,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
91051,6,MAGIC002-18,wind,FTN,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91082,7,MAGIC002-19,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91764,8,MAGIC002-20,wind,HP,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91795,9,MAGIC002-21,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91826,10,MAGIC002-22,wind,MP,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91857,11,MAGIC002-23,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91888,0,MAGIC002-24,wind,SP,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91919,1,MAGIC002-25,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91950,2,MAGIC002-26,wind,STR,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
91981,3,MAGIC002-27,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
92012,4,MAGIC002-28,wind,VIT,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
92043,5,MAGIC002-29,nihil,all status,step03,2026-07-15T22:18:56.620,step05,2026-07-15T22:18:58.892
92725,6,MAGIC002-30,wind,DEX,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
92756,7,MAGIC002-31,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
92787,8,MAGIC002-32,wind,AGI,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
92818,9,MAGIC002-33,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
92849,10,MAGIC002-34,wind,INT,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
92880,11,MAGIC002-35,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
92911,0,MAGIC002-36,wind,WIS,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
92942,1,MAGIC002-37,wind,,step03,2026-07-15T22:18:56.620,step07,2026-07-15T22:19:00.590
