CHARACTER_PK,STATUS_TYPE,VALUE,CREATE_METHOD,CREATE_DATETIME,UPDATE_METHOD,UPDATE_DATETIME
77304,DEX,1205,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77304,AGI,1206,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77304,INT,1212,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77304,WIS,1208,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77304,FTN,1209,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77305,HP,1300,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77305,MP,1301,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77305,SP,1302,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77305,STR,1313,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77305,VIT,1307,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77305,DEX,1305,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77305,AGI,1306,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77305,INT,1312,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77305,WIS,1308,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77305,FTN,1309,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77306,HP,1400,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77306,MP,1401,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77306,SP,1402,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77306,STR,1413,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77306,VIT,1407,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77306,DEX,1405,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77306,AGI,1406,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77306,INT,1412,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77306,WIS,1408,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77306,FTN,1409,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77307,HP,1500,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77307,MP,1501,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77307,SP,1502,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77307,STR,1513,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77307,VIT,1507,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77307,DEX,1505,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77307,AGI,1506,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77307,INT,1512,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77307,WIS,1508,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77307,FTN,1509,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77335,HP,1600,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77335,MP,1601,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77335,SP,1602,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77335,STR,1613,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77335,VIT,1607,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77335,DEX,1605,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77335,AGI,1606,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77335,INT,1612,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77335,WIS,1608,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77335,FTN,1609,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77336,HP,1700,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77336,MP,1701,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77336,SP,1702,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77336,STR,1713,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77336,VIT,1707,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77336,DEX,1705,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77336,AGI,1706,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77336,INT,1712,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77336,WIS,1708,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77336,FTN,1709,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77337,HP,1800,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77337,MP,1801,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77337,SP,1802,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77337,STR,1813,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77337,VIT,1807,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77337,DEX,1805,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77337,AGI,1806,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77337,INT,1812,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77337,WIS,1808,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77337,FTN,1809,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77338,HP,1900,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77338,MP,1901,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77338,SP,1902,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77338,STR,1913,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77338,VIT,1907,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77338,DEX,1905,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77338,AGI,1906,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77338,INT,1912,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77338,WIS,1908,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77338,FTN,1909,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77366,HP,2000,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77366,MP,2001,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77366,SP,2002,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77366,STR,2013,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77366,VIT,2007,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77366,DEX,2005,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77366,AGI,2006,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77366,INT,2012,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77366,WIS,2008,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77366,FTN,2009,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77367,HP,2100,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77367,MP,2101,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77367,SP,2102,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77367,STR,2113,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77367,VIT,2107,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77367,DEX,2105,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77367,AGI,2106,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77367,INT,2112,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77367,WIS,2108,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77367,FTN,2109,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77368,HP,2200,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77368,MP,2201,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77368,SP,2202,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77368,STR,2213,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77368,VIT,2207,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77368,DEX,2205,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77368,AGI,2206,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77368,INT,2212,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77368,WIS,2208,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77368,FTN,2209,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77369,HP,2300,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77369,MP,2301,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77369,SP,2302,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77369,STR,2313,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77369,VIT,2307,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77369,DEX,2305,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77369,AGI,2306,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77369,INT,2312,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77369,WIS,2308,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77369,FTN,2309,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77397,HP,2400,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77397,MP,2401,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77397,SP,2402,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77397,STR,2413,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77397,VIT,2407,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77397,DEX,2405,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77397,AGI,2406,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77397,INT,2412,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77397,WIS,2408,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77397,FTN,2409,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77398,HP,2500,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77398,MP,2501,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77398,SP,2502,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77398,STR,2513,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77398,VIT,2507,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77398,DEX,2505,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77398,AGI,2506,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77398,INT,2512,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77398,WIS,2508,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77398,FTN,2509,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77399,HP,2600,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77399,MP,2601,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77399,SP,2602,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77399,STR,2613,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77399,VIT,2607,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77399,DEX,2605,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77399,AGI,2606,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77399,INT,2612,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77399,WIS,2608,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77399,FTN,2609,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77400,HP,2700,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77400,MP,2701,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77400,SP,2702,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77400,STR,2713,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77400,VIT,2707,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77400,DEX,2705,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77400,AGI,2706,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77400,INT,2712,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77400,WIS,2708,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77400,FTN,2709,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77428,HP,2800,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77428,MP,2801,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77428,SP,2802,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77428,STR,2813,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77428,VIT,2807,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77428,DEX,2805,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77428,AGI,2806,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77428,INT,2812,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77428,WIS,2808,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77428,FTN,2809,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77429,HP,2900,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77429,MP,2901,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77429,SP,2902,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77429,STR,2913,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77429,VIT,2907,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77429,DEX,2905,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77429,AGI,2906,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77429,INT,2912,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77429,WIS,2908,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77429,FTN,2909,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77430,HP,3000,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77430,MP,3001,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77430,SP,3002,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77430,STR,3013,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77430,VIT,3007,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77430,DEX,3005,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
