CHARACTER_PK,USER_ID,CHARACTER_NO,CHARACTER_NAME,CREATE_METHOD,CREATE_DATETIME,UPDATE_METHOD,UPDATE_DATETIME
77338,U0005,4,CHAR0005-4,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
77366,U0006,1,CHAR0006-1,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
77367,U0006,2,CHAR0006-2,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
77368,U0006,3,CHAR0006-3,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
77369,U0006,4,CHAR0006-4,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
77397,U0007,1,CHAR0007-1,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
77398,U0007,2,CHAR0007-2,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
77399,U0007,3,CHAR0007-3,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
77400,U0007,4,CHAR0007-4,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
77428,U0008,1,CHAR0008-1,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
77429,U0008,2,CHAR0008-2,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
77430,U0008,3,CHAR0008-3,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
77431,U0008,4,CHAR0008-4,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
77459,U0009,1,CHAR0009-1,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
77460,U0009,2,CHAR0009-2,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
77461,U0009,3,CHAR0009-3,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
77462,U0009,4,CHAR0009-4,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
78141,U0010,1,CHAR0010-1,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
78142,U0010,2,CHAR0010-2,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
78143,U0010,3,CHAR0010-3,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
78144,U0010,4,CHAR0010-4,ANDROID_TEST_SEED,2026-06-26 15:16:09,ANDROID_TEST_SEED,2026-06-26 15:16:09
